nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota
Teras Kopi,4.6,60,Coffee shop,-5.1317189,119.4121458,"Jalan Samalona, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Yaz ice cooffee.tempat ngopinya para petualang,4.8,21,Coffee shop,-5.1229758,119.4151208,"Jalan Muhammadiyah, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar
NewTown 88,4.8,46,Coffee shop,-5.1294571,119.4078735,"Jalan Sumba, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Canton Coffee,4.5,376,Coffee shop,-5.1371171,119.4214132,"Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lariang Bangi,Makassar,Makassar
Warkop Hai Hong,4.5,729,Coffee shop,-5.1309879,119.407472,"Jalan Bonerate, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Toarco Toraja Coffee,4.5,1157,Coffee shop,-5.1409344,119.4212115,"Maradekaya Utara, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Maradekaya Utara,Makassar,Makassar
Double Shot Cafe,4.7,571,Coffee shop,-5.1299723,119.4118201,"Irian Timor, Jalan Dokter Wahidin Sudirohusodo, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Coffe Port Indo,4.3,3,Coffee shop,-5.1206667,119.4088293,"Jalan Mohammad Hatta, Pelabuhan Makassar, Mampu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Mampu,Wajo,Makassar
Mycoffee Sentral,5.0,3,Coffee shop,-5.1300123,119.4132775,"Jalan Haji Oemar Said Cokroaminoto, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Ende,Wajo,Makassar
Goedang Sumba,4.9,22,Coffee shop,-5.1310183,119.4109343,"Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Kopi Punggawa,4.8,32,Coffee shop,-5.1285499,119.4276786,"Jalan Sunu, Timungan Lompoa, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Timungan Lompoa,Bontoala,Makassar
Warkop Dg Sija,4.5,112,Coffee shop,-5.1318004,119.4234517,"Jalan Lobak, Wajo Baru, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90153, Indonesia",Wajo Baru,Bontoala,Makassar
Kopi Toraja Premium Arabika dan Robusta cocok juga sebagai oleh oleh,5.0,132,Cafe,-5.1547619,119.4152978,"Kantor Samsat, No. 79, Jalan Andi Mappanyukki, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",Mario,Mariso,Makassar
Kopi M by Merry Riana,4.6,11,Coffee shop,-5.130272,119.411252,"Jalan Bali, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Pattunuang,Wajo,Makassar
ES KOPI INDONESIA TANIMBAR,4.6,13,Cafe,-5.1240597,119.4138176,"Jalan Tanimbar, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Melayu,Wajo,Makassar
Gandangbatu Coffee,4.6,111,Coffee wholesaler,-5.1138636,119.5056677,"Pasar Grosir Daya Modern, Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar
Enam Delapan Coffee,5.0,6,Coffee shop,-5.1232994,119.4153476,"Jalan Muhammadiyah, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar
Warung Kopi Sija Cendrawasih,4.9,10,Coffee shop,-5.1495718,119.4132775,"Bank BRI, Jalan Opu Daeng Risadju, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Kunjung Mae,Mariso,Makassar
Warung Kopi Topanri,4.5,91,Coffee shop,-5.1572361,119.4135991,"Warung Steak and Shake, Jalan Opu Daeng Risadju, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar
Kofie Pandawa,4.6,8,Coffee shop,-5.1292954,119.4087022,"Jalan Bali, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Pattunuang,Wajo,Makassar
Micronica Coffee Exp.,4.7,62,Coffee shop,-5.1240714,119.4099269,"Tk. Fanny, Jalan Sulawesi, Butung, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Butung,Wajo,Makassar
Point Coffee,3.7,10,Coffee shop,-5.1327778,119.4120197,"Permata Bank, Jalan Dokter Wahidin Sudirohusodo, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
slowpi.coffee,0.0,0,Coffee shop,-5.123052,119.4111126,"Jalan Kalimantan, Butung, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Butung,Wajo,Makassar
Menza Rumah Kopi,4.8,12,Cafe,-5.1248496,119.4142366,"Jalan K.H. Abdullah, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar
Coffee roterdam,4.8,8,Coffee shop,-5.122143,119.410286,"Danamon Pusat Grosir Butung, Jalan Sulawesi, Butung, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Butung,Wajo,Makassar
Lucé Gelato,4.9,3530,Cafe,-5.1271194,119.4087565,"Toko Cahaya oleh-oleh Makassar, Jalan Lembeh, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Ende,Wajo,Makassar
Warkop In'da,4.5,276,Coffee shop,-5.1207198,119.4132138,"230, Jalan Dokter Wahidin Sudirohusodo, Malimongan, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Malimongan,Wajo,Makassar
DOTTORO Cafe,4.4,150,Coffee shop,-5.1321323,119.4072757,"Jalan Hoo Eng Djie, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
GOWESHOUSE - Warkop & Toko Kue,4.5,32,Coffee shop,-5.1207296,119.4144181,"Jalan Barrang Caddi, Malimongan, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan,Wajo,Makassar
GIRDER COFFEE,5.0,8,Coffee shop,-5.1282559,119.4078992,"Harmoni Inn Hotel makassar, Jalan Timor, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Pattunuang,Wajo,Makassar
Cafe idola,5.0,7,Coffee shop,-5.1241387,119.4111708,"Jalan Kalimantan, Butung, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Butung,Wajo,Makassar
Jual Kopi Robusta Toraja Asli Makassar,4.0,1,Coffee shop,-5.1217234,119.4113543,"Jalan Kalimantan, Mampu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Mampu,Wajo,Makassar
Laupa Coffee & Drink Box,5.0,2,Coffee shop,-5.1269909,119.4140305,"Jalan Pangeran Diponegoro, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Ende,Wajo,Makassar
Warkop Azzahrah - RRI,4.8,12,Coffee shop,-5.1323788,119.4062027,"Jalan Riburane, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
Warkop salemo,4.6,62,Coffee shop,-5.1202523,119.4148953,"Jalan Salemo, Malimongan Tua, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan Tua,Wajo,Makassar
Warkop Muhammadiyah,4.5,93,Coffee shop,-5.1252351,119.4154848,"Jalan Muhammadiyah, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar
Kopi Pak Mus,4.6,16,Coffee stand,-5.1355016,119.479894,"BTN Asal Mula, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar
THE EDGE,5.0,1,Coffee shop,-5.1290269,119.4086014,"Jalan Bali, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Pattunuang,Wajo,Makassar
Bothlaim Space,4.2,72,Coffee shop,-5.1320292,119.4064594,"Gedung Kesenian Sul-Sel Societeit de Harmonie, Jalan Bonerate, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Warkop88,5.0,1,Coffee shop,-5.1237766,119.4111984,"Jalan Kalimantan, Butung, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Butung,Wajo,Makassar
Daily coffee,4.5,91,Coffee shop,-5.1208857,119.4099226,"Jalan Nusantara Baru, Mampu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Mampu,Wajo,Makassar
Warkop Bojie,5.0,1,Coffee shop,-5.1281899,119.4123691,"Jalan Lembeh, Melayu Baru, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Melayu Baru,Wajo,Makassar
waroeng kopi tiga #kp3,5.0,2,Cafe,-5.1319,119.4107519,"Jalan Serui, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Kedai 89,4.7,36,Cafe,-5.131203,119.4113267,"Jalan Sumba, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
MUtea Drink new Makassar mall,5.0,1,Coffee shop,-5.1295597,119.4145052,"Makassar Mal, Jalan Agus Salim, Makassar Mall, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Ende,Wajo,Makassar
Warkop Onthe,4.8,16,Coffee shop,-5.12056,119.414812,"Jalan Salemo, Malimongan, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan,Wajo,Makassar
GPS91 (gejek platimun),5.0,3,Coffee shop,-5.1275631,119.4129,"Jalan Dokter Wahidin Sudirohusodo, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Ende,Wajo,Makassar
Kopi KCN,5.0,4,Coffee shop,-5.163423,119.4838598,"SMA 12 Makassar, Jalan Moha, Kompleks Perumahan Universitas 45, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Antang,Manggala,Makassar
WARKOP EKO,4.7,40,Cafe,-5.1236746,119.4135916,"Jalan Muna, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar
Oleh oleh Kopi Toraja Makassar,0.0,0,Coffee shop,-5.130624,119.4096841,"Jalan Sumba, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
WARKOP KERABAT,5.0,3,Coffee shop,-5.1198996,119.4142196,"Jalan Tarakan, Malimongan, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan,Wajo,Makassar
Warkop Teras 99,4.6,29,Coffee shop,-5.1246567,119.4131401,"Balihai, Jalan Banda, Butung, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Butung,Wajo,Makassar
Kopi Toraja Leluhur Khass Nikmat Produk Lokal Rasa Internasional,5.0,1,Coffee stand,-5.0841841,119.5272115,"Gadget Store, Jalan Goa Ria, Bakung, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Bakung,Biringkanaya,Makassar
WARKOP 67,4.4,22,Coffee shop,-5.12196,119.4123677,"Jalan Tentara Pelajar, Mampu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Mampu,Wajo,Makassar
Warkop Om LEXY,5.0,13,Coffee shop,-5.1222412,119.4088826,"KPPBC TMP B Makassar, Jalan Mohammad Hatta, Pelabuhan Makassar, Butung, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Butung,Wajo,Makassar
Skypond Cafe & Lounge,5.0,1,Coffee shop,-5.1322449,119.4138863,"Hotel Karebosi, Jalan Haji Oemar Said Cokroaminoto, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
Poxus cafe (RELX),4.7,13,Cafe,-5.1300201,119.4117171,"Jalan Bali, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Pattunuang,Wajo,Makassar
KEDAI KOPI TITI,5.0,7,Coffee shop,-5.1187753,119.4122219,"Jalan Ballang Lompo, Mampu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Mampu,Wajo,Makassar
Warung kopi ibu ida,5.0,1,Coffee shop,-5.1232049,119.408322,"Jalan Mohammad Hatta, Pelabuhan Makassar, Butung, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Butung,Wajo,Makassar
Kedai Koplo,4.7,60,Coffee shop,-5.1522447,119.4205083,"Makassar Coto, Jalan Lanto Daeng Pasewang, Maricaya Selatan, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Maricaya Selatan,Mamajang,Makassar
Warkop D'Siama Cabang Tarakan,5.0,8,Coffee shop,-5.1199625,119.4170821,"Jalan Tarakan, Malimongan Tua, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan Tua,Wajo,Makassar
Warkop Terminal,5.0,4,Coffee shop,-5.124898,119.415561,"Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar
Kopi Soe Andalas,4.6,18,Restaurant,-5.1258888,119.4184654,"Jalan Andalas, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Parang Layang,Bontoala,Makassar
Smooth Coffee,0.0,0,Coffee shop,-5.1237182,119.4141722,"Jalan Muna, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar
Warkop Sentrum,5.0,6,Coffee shop,-5.1271651,119.4147764,"Jalan Agus Salim, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Ende,Wajo,Makassar
CAFE THE WALL BOTHLAM SPACE,4.0,2,Coffee shop,-5.1305019,119.4093333,"Jalan Sumba, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar
QINAWA Coffee,4.7,110,Coffee shop,-5.1157711,119.5251404,"Jalan Berua Raya, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar
KEIKOPI,4.3,184,Coffee shop,-5.077203,119.5234753,"Jalan Goa Ria, Patte'ne, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
Arabika Coffee Shop,4.6,101,Coffee shop,-5.1077709,119.5207599,"Alfa Mart, Jalan Pajaiang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Berua,Biringkanaya,Makassar
KOPIKOS MAKASSAR,4.9,42,Cafe,-5.122651,119.5223592,"Jalan Paccerakkang, Balang Turungang, Paccerakkang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Paccerakkang,Biringkanaya,Makassar
ATM Coffee,4.7,298,Coffee shop,-5.1008031,119.5121938,"Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
Maka coffee,4.5,109,Cafe,-5.0893991,119.5172859,"Jalan Batara Bira 3, Pangandongang, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
Oher coffee & tea,4.8,22,Coffee shop,-5.0818092,119.5278655,"Bumi Permata Sudiang, Sudiang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Sudiang,Biringkanaya,Makassar
Point Coffee Gedhe Indogrosir Makassar,4.9,77,Coffee shop,-5.0787648,119.5224681,"Jalan Perintis Kemerdekaan, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90155, Indonesia",Pai,Biringkanaya,Makassar
Terminal Kopi Gomacca,4.4,475,Coffee shop,-5.1350832,119.5223831,"Jalan Paccerakkang, Bumi Tamalanrea Permai, Katimbang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Katimbang,Biringkanaya,Makassar
Kopi Dua Delapan - Goa Ria,5.0,65,Coffee shop,-5.0786978,119.5242205,"Sudiang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90155, Indonesia",Sudiang,Biringkanaya,Makassar
Es Kopi Indonesia Sudiang,4.8,29,Coffee shop,-5.0815268,119.5257475,"Sudiang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Sudiang,Biringkanaya,Makassar
Blengos Coffee,5.0,27,Coffee shop,-5.1139749,119.5170694,"POLTEK Kesehatan Makassar, Lorong 3, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Berua,Biringkanaya,Makassar
Katanya kopi_22,4.7,15,Coffee shop,-5.1003419,119.5244003,"Jalan Daeng Ramang, Tangkala, Laikang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Laikang,Biringkanaya,Makassar
POINT KOPI MAKASSAR,4.8,49,Coffee shop,-5.1185141,119.5209194,"Jalan Paccerakkang, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar
Kedai Kopi Ajwa,4.8,104,Coffee shop,-5.1134682,119.5050659,"Pasar Grosir Daya Modern, Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar
pajokka coffee,5.0,4,Coffee shop,-5.1045617,119.5258023,"Jalan Pajjaiyang, Pa'jaiang, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Sudiang Raya,Biringkanaya,Makassar
Point Coffee,4.3,140,Coffee shop,-5.076076,119.5233351,"Indomaret, Jalan Bumi Permata Sudiang, Bumi Permata Sudiang, Sudiang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Sudiang,Biringkanaya,Makassar
Kopi Daeng Sheri,4.7,67,Coffee shop,-5.0934221,119.5175903,"Bulurokeng Permai, Batu Tambung, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
Drock Coffee,5.0,49,Store,-5.1179254,119.5204273,"Jalan Paccerakkang, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar
Kopi Wim 23,4.8,20,Coffee shop,-5.0977664,119.5127769,"Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
345 coffeeshop,4.4,45,Coffee shop,-5.0701822,119.5247743,"SMK Darussalam, Jalan Perintis Kemerdekaan, Patte'ne, Sudiang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90155, Indonesia",Sudiang,Biringkanaya,Makassar
Black White Coffee Cafe,4.4,287,Cafe,-5.1039909,119.511146,"Jalan Perintis Kemerdekaan, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar
"WARKOP Sarang Walet ""WALET'TA"" Makassar",4.3,209,Coffee shop,-5.0771717,119.5223353,"Jalan Perintis Kemerdekaan, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90155, Indonesia",Pai,Biringkanaya,Makassar
Kopi Kaia,5.0,2,Coffee shop,-5.0942323,119.5123904,"KFC Perintis, Jalan Perintis Kemerdekaan, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
Republik 44,4.4,215,Coffee shop,-5.1132684,119.5055779,"Pasar Grosir Daya Modern, Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar
Warkop Five One,4.4,2254,Coffee shop,-5.1196318,119.5093918,"warkop 51, Jalan Puri Yuhana, Puri Yuhana Permai, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar
Warkop BOOGIS,4.6,217,Cafe,-5.1018601,119.5119778,"Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
SAHABAT KOPI,5.0,11,Cafe,-5.1130298,119.5107277,"Wisma Zairah Daya, Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar
KOPi SUDUT,4.3,12,Coffee shop,-5.1207925,119.5221092,"Paccerakang, Paccerakkang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Paccerakang,Biringkanaya,Makassar
HARL COFFEE,4.3,15,Coffee shop,-5.1182757,119.5103341,"Jalan Perintis Kemerdekaan, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Berua,Biringkanaya,Makassar
EL VIE KOPI,4.5,11,Coffee shop,-5.1005334,119.5122842,"Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
Kopi diantara kita,4.8,10,Cafe,-5.1003424,119.5231586,"Jalan Daeng Ramang, Tangkala, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Sudiang Raya,Biringkanaya,Makassar
Kifaya Coffee,5.0,7,Coffee shop,-5.1132519,119.5132229,"Jalan Paccerakkang, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar
Kopi Konoha Paccerakkang,4.5,28,Coffee shop,-5.1150094,119.5187452,"Jalan Paccerakkang, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar
Warkop assipojingetta,4.6,273,Coffee shop,-5.089296,119.5181998,"DONAT KAMPUNG, Jalan Perintis Kemerdekaan, Batu Tambung, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
Osar Coffee,5.0,5,Coffee shop,-5.1002632,119.5230037,"Jalan Daeng Ramang, Tangkala, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Sudiang Raya,Biringkanaya,Makassar
Kopi Kogar,5.0,13,Coffee shop,-5.1095642,119.5176673,"Jalan Pajaiang, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar
KOPI IDE,4.9,12,Cafe,-5.1179087,119.5097856,"Jalan Perintis 13, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar
KOPI KILO,4.8,4,Coffee shop,-5.101315,119.5245991,"Pa'jaiang, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Sudiang Raya,Biringkanaya,Makassar
BW Coffee Daya,4.9,14,Coffee shop,-5.1190464,119.5108639,"Bank Mandiri, Jalan Perintis Kemerdekaan, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Berua,Biringkanaya,Makassar
DAENG COFFEE RESTO,3.7,3,Coffee shop,-5.1084341,119.5194399,"Jalan Pajaiang, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar
Kopi 19,5.0,14,Coffee shop,-5.1112212,119.5115558,"Indomaret, Jalan Perintis Kemerdekaan, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar
ATRIUM COFFEE,4.6,455,Restaurant,-5.1403103,119.5203689,"Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Katimbang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Katimbang,Biringkanaya,Makassar
Paramount Coffee,4.4,9,Coffee shop,-5.0813971,119.5211181,"Jalan Perintis Kemerdekaan, Batu Tambung, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar
Paduan Coffee,5.0,6,Coffee shop,-5.1129661,119.5267479,"Pa'jaiang, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Sudiang Raya,Biringkanaya,Makassar
Sarjana Kopi,4.8,11,Coffee shop,-5.1170507,119.5159534,"Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Berua,Biringkanaya,Makassar
Stay Coffee,4.2,183,Cafe,-5.1026847,119.5289684,"Alfamart, Jalan Laikang, Laikang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Laikang,Biringkanaya,Makassar
Warung Kopi 212,4.6,21,Coffee shop,-5.1247478,119.5231897,"Jalan BTN Mangga III, Paccerakang, Paccerakkang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Paccerakang,Biringkanaya,Makassar
Aruwa Coffee Indonesia,5.0,6,Cafe,-5.1037519,119.5279113,"RS Otak dan Jantung Pertamina, Jalan Pajjaiyang, Pa'jaiang, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Sudiang Raya,Biringkanaya,Makassar
Warkop Dottoro'e,4.4,144,Coffee shop,-5.1038586,119.5116319,"Jalan Sanrangan, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar
Coffee Coffee Dulu,5.0,10,Cafe,-5.1089948,119.5188213,"Jalan Pajaiang, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar
LAESKOPI,5.0,4,Coffee shop,-5.1229483,119.5223585,"Paccerakang, Paccerakkang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Paccerakang,Biringkanaya,Makassar
Warung Kopi Lembang,4.3,150,Coffee shop,-5.0945425,119.5317088,"Jalan Goa Ria, Bakung, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Bakung,Biringkanaya,Makassar
