,nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota,bayesian_rating
1004,Warkop 122,4.7,120,Coffee shop,-5.1225588,119.4200339,"Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Layang,Bontoala,Makassar,4.589049106833713
1161,TEMU KOPI TODDOPULI,4.8,63,Coffee shop,-5.1652692,119.4591234,"Jalan Toddopuli X, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.588906282288716
959,Bermula Kopi (Halaman 1),4.8,63,Coffee shop,-5.1309786,119.4185315,"Jalan Bonto Sua, Gaddong, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",Gaddong,Bontoala,Makassar,4.588906282288716
682,Warkop Arafah,4.7,117,Coffee shop,-5.119909,119.4149424,"Jalan Salemo, Malimongan Tua, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan Tua,Wajo,Makassar,4.587559466776239
839,KOPIKOS MAKASSAR,4.9,42,Cafe,-5.122651,119.5223592,"Jalan Paccerakkang, Balang Turungang, Paccerakkang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Paccerakkang,Biringkanaya,Makassar,4.587336892871513
165,nomena coffee,4.8,61,Coffee shop,-5.1825547,119.4464828,"Jipang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar,4.586384932954977
1157,CAFE DOMINO MAKASSAR,4.8,61,Coffee shop,-5.1511068,119.4769739,"Jalan Inspeksi Pam, Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar,4.586384932954977
661,Tanamera Coffee - Makassar,4.6,954,Coffee shop,-5.1520249,119.4041056,"Phinisi Point, Jalan Metro Tanjung Bunga, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar,4.586345567285572
96,Mark Trees Cafe,4.6,924,Coffee shop,-5.1471596,119.4161301,"Jalan G. Batu Putih Bundar, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Mangkura,Ujung Pandang,Makassar,4.58594803712505
25,KOPITIAM MAKASSAR - HERTASNING,4.6,904,Cafe,-5.162352,119.4433301,"KANTOR POS HERTASNING, Jalan Letjen Hertasning, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Masale,Panakkukang,Makassar,4.585669902989215
72,Warkop Bugis,4.6,856,Coffee shop,-5.1615405,119.4543071,"Kompleks Pertokoan Toddoppuli Panakkukang Mas, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar,4.584955218379456
1171,Komi Kopi,5.0,31,Coffee shop,-5.1630313,119.4547721,"BWK shoes, Jalan Toddopuli Raya Timur, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar,4.584868312099621
1035,KOPITIAM MAKASSAR - HAJI BAU,4.6,805,Cafe,-5.1487725,119.412826,"Jalan Opu Daeng Risadju, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Kunjung Mae,Mariso,Makassar,4.584113386090599
836,QINAWA Coffee,4.7,110,Coffee shop,-5.1157711,119.5251404,"Jalan Berua Raya, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar,4.583923052935439
213,SS COFFEE SPACE,4.6,788,Coffee shop,-5.1246242,119.4293952,"Jalan Sunu, Kalukuang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Kalukuang,Tallo,Makassar,4.583811441952127
70,TEMPAT NGOPI,4.8,59,Cafe,-5.1656583,119.4497163,"Jl. Toddopuli II, Perumnas Toddppuli, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Pandang,Panakkukang,Makassar,4.583802624420246
1088,Kopi Geak,4.9,40,Coffee shop,-5.158244,119.4201356,"Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.583066852574621
8,Kopi Api Coffee Roasters,4.6,741,Coffee shop,-5.1616122,119.4497652,"Pasar Segar, Jalan Toddopuli III, Perumnas Toddppuli, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.582913611185551
1027,Warkop KO HENG,4.6,735,Coffee shop,-5.1423791,119.4212853,"Parahita Diagnostic Center, Jalan G. Latimojong, Maradekaya, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Maradekaya,Makassar,Makassar,4.582791775143698
146,KOPITAWA EST.2019,4.8,58,Cafe,-5.1687157,119.4383089,"Jalan Pendidikan 1, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar,4.58248791539656
1238,Warkop Siruntu,4.8,58,Cafe,-5.1496655,119.4731868,"Jalan Inspeksi Pam, Tellok, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tellok,Manggala,Makassar,4.58248791539656
189,Warkop Dg Anas Faisal,4.6,692,Coffee shop,-5.16599,119.4339834,"Warkop Dg Anas Faisal, Jalan R.S.I Faisal XII, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.581865031744405
1084,12 am coffee time,5.0,30,Coffee shop,-5.1683299,119.4333578,"Pasca Sarjana UNM, Jalan Andi Pangeran Pettarani, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.581825829254701
740,Coffee Shops Phoenam,4.6,663,Coffee shop,-5.1317924,119.4074423,"Wisma Jampea, Jalan Hoo Eng Djie, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar,4.581181533829252
336,Sekala Kafe - Coffee & Space,4.8,57,Cafe,-5.133613,119.4802026,"BTN Asal Mula, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.581157118897372
350,KEDAI BUJANG,4.6,662,Cafe,-5.1398114,119.4878113,"Jalan Politeknik, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.581157044808911
459,Kopi Konoha mamoa,4.9,39,Coffee shop,-5.1802869,119.4306189,"Perumahan Tabaria Blok E5, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mannuruki,Tamalate,Makassar,4.5808877947571975
98,Paskop.co,4.6,635,Coffee shop,-5.167445,119.431145,"Jalan Andi Djemma, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Mannuruki,Tamalate,Makassar,4.58047087150682
185,Starbucks Pelita Raya,4.6,593,Coffee shop,-5.1544399,119.4361295,"Favehotel Panakkukang, Jalan Pelita VIII, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Buakana,Rappocini,Makassar,4.579298194095507
49,Kopiteori Studio,4.7,101,Coffee shop,-5.1373276,119.4102151,"Jalan Usman Jafar, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Baru,Ujung Pandang,Makassar,4.57888705625503
108,Kopi JEKA,4.7,101,Coffee shop,-5.1728088,119.4423444,"Jalan Monumen Emmy Saelan, Perumnas Tamalate, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Tidung,Rappocini,Makassar,4.57888705625503
43,Secangkir Kopi,4.6,579,Coffee shop,-5.1611716,119.4404729,"Jalan Stapak Pengayoman, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Masale,Panakkukang,Makassar,4.578875366200454
125,Heiwa Angkringan & Kopi,5.0,29,Coffee shop,-5.1637583,119.4276383,"Jalan Landak Baru IX, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.578738420691038
71,Sains kopi,4.8,55,Coffee shop,-5.1665236,119.4534032,"Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.578446067711333
1156,Sensey Coffee,4.7,100,Coffee shop,-5.17197,119.4799287,"Jalan Ekonomi 2, Perdos Unhas Antang, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Biring Romang,Manggala,Makassar,4.5783003967507865
443,ADAPADA KEDAI,4.6,510,Coffee shop,-5.1701328,119.4237701,"Pabbaeng-Baeng, Pa'baeng-Baeng, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Pa'baeng-Baeng,Tamalate,Makassar,4.576510841154556
955,Rumah Kopi Lantai Atas (Ruko Lantas),4.7,97,Coffee shop,-5.1664265,119.4531485,"Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.576505814720006
949,kotakopi,4.9,37,Coffee shop,-5.1622504,119.4204597,"Radio Suara Celebes FM, Jalan Landak Lama, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.576438533781447
432,Jual Kopi Bubuk Kopi Kalosi Enrekang Makassar Marasa Coffee,5.0,28,Coffee shop,-5.1382669,119.5149845,"Jalan Kesenangan 19, Bumi Tamalanrea Permai, Laniang, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.575605083938344
554,Kopi Ujung Jalan,5.0,28,Coffee shop,-5.1649877,119.4200346,"Jalan Kelinci, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.575605083938344
1091,Warkop Sija Beruang,4.6,479,Coffee shop,-5.159091,119.4196594,"Jalan Tupai XII, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.575267062701008
645,Kaffeine Makassar,4.6,473,Cafe,-5.1432426,119.4137776,"Jalan Dokter Sutomo, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.575010959681707
878,ATRIUM COFFEE,4.6,455,Restaurant,-5.1403103,119.5203689,"Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Katimbang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Katimbang,Biringkanaya,Makassar,4.574209807841099
1300,Warkop Garage,4.7,92,Cafe,-5.1608427,119.4095062,"Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mariso,Mariso,Makassar,4.573394268409247
1351,Heavan With You,4.6,436,Cafe,-5.1614779,119.4115125,"Jalan K.S. Tubun, Kampung Buyang, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Kampung Buyang,Mariso,Makassar,4.573306465351924
589,Starbucks Pattimura Makassar,4.6,419,Coffee shop,-5.1362436,119.406812,"11, Jalan Samiun, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Baru,Ujung Pandang,Makassar,4.572442835369615
392,OTO KOPI,5.0,27,Coffee shop,-5.1354032,119.4971296,"Jalan Perintis Kemerdekaan, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.572424786477396
847,Blengos Coffee,5.0,27,Coffee shop,-5.1139749,119.5170694,"POLTEK Kesehatan Makassar, Lorong 3, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Berua,Biringkanaya,Makassar,4.572424786477396
1033,LaMierra Coffee and records,4.9,35,Coffee shop,-5.1501327,119.4212447,"Jalan Domba, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya,Makassar,Makassar,4.571863449771297
429,Tastea Office,4.9,35,Coffee shop,-5.1398402,119.5147481,"Bumi Tamalanrea Permai, Laniang, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.571863449771297
60,Kopi Kenangan - SPBU 74.902.25 Pengayoman Makassar,4.9,35,Coffee shop,-5.158691,119.440237,"Pertamina, Jalan Pengayoman, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Masale,Panakkukang,Makassar,4.571863449771297
1301,Kopi Ogud Pettarani,4.7,88,Coffee shop,-5.1683028,119.4337772,"Pasca Sarjana UNM, Jalan Andi Pangeran Pettarani, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.570789815597623
660,KOZI Coffee Makassar,4.6,385,Coffee shop,-5.1557488,119.4150235,"Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar,4.570536327978827
748,Kopi Kenangan - Ruko A. Yani Makassar,4.6,384,Coffee shop,-5.1327484,119.4104393,"Adidas, Jalan Ahmad Yani 1, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar,4.570476252598859
849,POINT KOPI MAKASSAR,4.8,49,Coffee shop,-5.1185141,119.5209194,"Jalan Paccerakkang, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar,4.569894340300801
192,Warkop Sahabat Umark,4.8,49,Coffee shop,-5.1538489,119.4301287,"Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar,4.569894340300801
30,Malaku kopi,4.9,34,Coffee shop,-5.1546061,119.4396484,"Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Masale,Panakkukang,Makassar,4.56952704433819
14,Kopi paste,4.7,86,Coffee shop,-5.1550661,119.4427948,"KEDAI MACCINA, Ance Daeng Ngoyo, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Masale,Panakkukang,Makassar,4.5694469887247395
23,COFFEE PLACE,4.6,359,Coffee shop,-5.1607921,119.4442301,"Jalan Bau Mangga, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.5688904720565775
42,Kopi Ballugu,4.7,85,Coffee shop,-5.1581227,119.451312,"Jalan Pandang Raya, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.568765054042469
344,Pekat Space,4.8,48,Coffee shop,-5.1350904,119.4797527,"Jalan Blok A17, BTN Asal Mula, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.568404453267662
1042,BRANDA KOPI,4.8,48,Coffee shop,-5.1562406,119.422155,"Jalan Onta Baru, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mandala,Mamajang,Makassar,4.568404453267662
325,Kopitan Plus,4.6,344,Coffee shop,-5.1278137,119.5014079,"154, Jalan Perintis Kemerdekaan, Bontoramba, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90245, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.567854512328728
1182,Warkop Waduk,4.6,338,Coffee shop,-5.1681226,119.4694877,"Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar,4.567420548824888
1172,Ruang Kopi,4.9,33,Cafe,-5.1689668,119.4896895,"Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar,4.567157128850312
221,Kopi Riolo,4.6,333,Coffee shop,-5.1568381,119.4200304,"Jalan Beruang, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Luar,Mamajang,Makassar,4.567049860247871
961,Warkop Andalas 147,4.6,330,Coffee shop,-5.1242327,119.4180003,"Kompleks TNI AL Dewaruci, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar,4.5668233702878265
1014,KOPI KHASTA,4.7,82,Restaurant,-5.1351039,119.448147,"Jalan Inspeksi Canal Pampang, Pampang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90232, Indonesia",Pampang,Panakkukang,Makassar,4.566675825046577
1112,Microlab coffee,5.0,25,Coffee shop,-5.1580112,119.4198227,"Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.565919022251038
760,NewTown 88,4.8,46,Coffee shop,-5.1294571,119.4078735,"Jalan Sumba, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar,4.5653660395611135
948,Nur Djiee Coffee Shop,4.8,46,Cafe,-5.1249889,119.4198955,"Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Parang Layang,Bontoala,Makassar,4.5653660395611135
1191,Rumah Waduk,4.7,80,Coffee shop,-5.172578,119.470215,"Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bangkala,Manggala,Makassar,4.565245653707468
720,Warung Primkopal,4.9,32,Restaurant,-5.1157055,119.4166947,"Navy Mart, Jalan Serdako Usman Ali, Tamalabba, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tamalabba,Ujung Tanah,Makassar,4.564752977169947
222,Tifa Kopi & Laundry,4.9,32,Cafe,-5.1175883,119.4334677,"Jalan Gatot Subroto, Ujung Pandang Baru, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Ujung Pandang Baru,Tallo,Makassar,4.564752977169947
1107,X6 Kedai Kopi Oma Rica,4.9,32,Manado restaurant,-5.1521473,119.4208845,"Bank BPRS, Jalan Lanto Daeng Pasewang, Maricaya Selatan, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Maricaya Selatan,Mamajang,Makassar,4.564752977169947
115,KOPIKU,4.9,32,Coffee shop,-5.1777197,119.4435531,"Jalan Skarda N, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar,4.564752977169947
489,Warkop Kong Kow 46,4.8,45,Coffee shop,-5.171349,119.425602,"Jalan Sultan Alauddin, Pabbaeng-Baeng, Pa'baeng-Baeng, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90223, Indonesia",Pa'baeng-Baeng,Tamalate,Makassar,4.563816738486101
425,TITIK NOL,4.6,292,Cafe,-5.1350545,119.4849241,"Jalan Politeknik, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.563659290406547
135,Om.Bren Cafe Store,4.7,77,Coffee shop,-5.1764598,119.4434983,"Jalan Skarda N1, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Gunung Sari,Rappocini,Makassar,4.563041925316038
341,TOMORO COFFEE - BTP,4.6,285,Coffee shop,-5.1372172,119.512499,"SMK PRIMA TIARA, Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.5630094291428955
555,Noice Coffee Roaster,4.6,281,Coffee shop,-5.137253,119.4052609,"Bank Mandiri, Jalan Pasar Ikan, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar,4.562627536825658
659,WarkopNa MP,5.0,24,Coffee shop,-5.1188487,119.4103795,"Jalan Nusantara Baru, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Ujung Tanah,Ujung Tanah,Makassar,4.562591329731296
343,Brewbrothers Coffee House,4.9,31,Coffee shop,-5.1337425,119.5049019,"Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.562313842026921
225,eiyo coffe,4.9,31,Coffee shop,-5.1253442,119.4289181,"Lembo, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Lembo,Tallo,Makassar,4.562313842026921
111,Ruumi coffee,4.8,44,Coffee shop,-5.181167,119.440703,"72 Aksesoris Komputer HP, Jalan Tala' Salapang, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar,4.562246841170842
870,Warkop assipojingetta,4.6,273,Coffee shop,-5.089296,119.5181998,"DONAT KAMPUNG, Jalan Perintis Kemerdekaan, Batu Tambung, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.561839597400126
5,Kopi Soe Panakkukang,4.6,271,Cafe,-5.1556002,119.4441017,"Jalan Boulevard Panakkukang Mas, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.56163739364201
340,Culminers Coffee & Eatery,4.7,75,Coffee shop,-5.1371902,119.5125975,"SMK PRIMA TIARA, Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.561532288281409
226,STORIA Korban X BROZKA Bilyard,4.7,75,Coffee shop,-5.122459,119.4369828,"Jalan Korban 40.000 JIWA, Rappojawa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappojawa,Tallo,Makassar,4.561532288281409
580,SaintMary Coffee,4.7,75,Coffee shop,-5.1397412,119.4198594,"Roxy Advertising, 46, Jalan Sungai Pareman, Lajangiru, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lajangiru,Makassar,Makassar,4.561532288281409
1257,Janji Jiwa & Jiwa Toast CPI,4.6,266,Coffee shop,-5.1494015,119.3981171,"Centre Point of Indonesia (CPI), Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Panambungan,Mariso,Makassar,4.561122383339461
121,Kopi Break,4.8,43,Coffee shop,-5.1660092,119.4340187,"Warkop Dg Anas Faisal, Jalan R.S.I Faisal XII, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.560655934160855
88,Warkop Sitaba,4.6,261,Coffee shop,-5.157618,119.4449851,"Issue Shop, Jalan Bougenville, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.5605933570549535
220,Dwaga Coffee,4.9,30,Cafe,-5.12702,119.4375766,"Rappokalling, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappokalling,Tallo,Makassar,4.559838954244211
259,Lou Space Coffee & Roastery,4.9,30,Coffee shop,-5.1223179,119.4298765,"Lembo, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Lembo,Tallo,Makassar,4.559838954244211
1138,Warkop 383,4.9,30,Coffee shop,-5.1650929,119.4208479,"Jalan Veteran Selatan, Bonto Lebang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Lebang,Mamajang,Makassar,4.559838954244211
451,Coffee PapsQ Mallengkeri,4.6,249,Coffee shop,-5.1870748,119.4316902,"Jalan Mallengkeri, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar,4.5592629693309386
932,WARKOP ANDIKNUUU,5.0,23,Coffee shop,-5.1138379,119.5167979,"Jalan Paccerakkang, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar,4.559212222455656
183,Kedai Kopi Geladeri,5.0,23,Coffee shop,-5.1684587,119.4385711,"Apotheke MAPALA, Jalan Pendidikan 1, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar,4.559212222455656
1296,Warkop Sinar Wahyu,4.7,72,Coffee shop,-5.158596,119.413485,"Jalan Belibis, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar,4.559204383065212
1026,Eunoia Coffee,4.8,42,Coffee shop,-5.1463569,119.4198763,"Jalan Kijang, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya Baru,Makassar,Makassar,4.559043592860714
162,Kopi Chuseyo Makassar,4.8,42,Coffee shop,-5.1480093,119.430553,"Distributor Lantai Vnyl, Plafon PVC, Conwood, Wallpaper 3D & Rumput Sintetis, 46, Jalan Sungai Saddang Baru, Ballaparang, Makassar, Sulawesi Selatan, Sulawesi, 90232, Indonesia",Ballaparang,Makassar,Makassar,4.559043592860714
